DateTime,PPM25,PPM10,MEAN25,MEAN10
2018-02-22 20:00:00,29.65,37.2,,
2018-02-22 20:15:00,30.2,37.2,,
2018-02-22 20:30:00,30.2,37.3,,
2018-02-22 20:45:00,30.1,37.3,,
2018-02-22 21:00:00,30.75,38.0,,
2018-02-22 21:15:00,29.45,37.3,,
2018-02-22 21:30:00,,,,
2018-02-22 21:45:00,33.65,40.5,,
2018-02-22 22:00:00,34.325,41.425,,
2018-02-22 22:15:00,34.625,41.5,,
2018-02-22 22:30:00,34.7,42.05,,
2018-02-22 22:45:00,35.175,42.575,,
2018-02-22 23:00:00,35.2,42.8,,
2018-02-22 23:15:00,34.95,42.625,,
2018-02-22 23:30:00,35.4,42.7,,
2018-02-22 23:45:00,35.825,43.525,,
2018-02-23 00:00:00,33.85,40.95,,
2018-02-23 00:15:00,34.05,41.275,,
2018-02-23 00:30:00,34.65,42.45,,
2018-02-23 00:45:00,34.425,42.875,,
2018-02-23 01:00:00,35.35,43.55,,
2018-02-23 01:15:00,34.975,43.225,,
2018-02-23 01:30:00,35.5,43.9,,
2018-02-23 01:45:00,36.875,46.25,,
2018-02-23 02:00:00,35.5,44.5,,
2018-02-23 02:15:00,35.225,43.825,,
2018-02-23 02:30:00,39.3,48.95,,
2018-02-23 02:45:00,36.275,45.4,,
2018-02-23 03:00:00,35.25,45.65,,
2018-02-23 03:15:00,36.2,45.125,,
2018-02-23 03:30:00,35.75,46.1,,
2018-02-23 03:45:00,34.9,44.825,,
2018-02-23 04:00:00,35.5,45.3,,
2018-02-23 04:15:00,37.275,49.2,,
2018-02-23 04:30:00,35.15,44.95,,
2018-02-23 04:45:00,34.875,44.925,,
2018-02-23 05:00:00,35.65,46.55,,
2018-02-23 05:15:00,35.425,45.35,,
2018-02-23 05:30:00,37.9,47.7,,
2018-02-23 05:45:00,36.9,48.075,,
2018-02-23 06:00:00,34.35,44.3,,
2018-02-23 06:15:00,35.025,45.1,,
2018-02-23 06:30:00,34.0,44.35,,
2018-02-23 06:45:00,33.6,43.975,,
2018-02-23 07:00:00,33.15,43.0,,
2018-02-23 07:15:00,33.4,43.975,,
2018-02-23 07:30:00,33.2,43.1,,
2018-02-23 07:45:00,33.075,43.3,,
2018-02-23 08:00:00,33.5,44.25,,
2018-02-23 08:15:00,,,,
2018-02-23 08:30:00,,,,
2018-02-23 08:45:00,,,,
2018-02-23 09:00:00,,,,
2018-02-23 09:15:00,,,,
2018-02-23 09:30:00,,,,
2018-02-23 09:45:00,,,,
2018-02-23 10:00:00,,,,
2018-02-23 10:15:00,27.2,37.25,,
2018-02-23 10:30:00,28.55,38.65,,
2018-02-23 10:45:00,28.45,38.5,,
2018-02-23 11:00:00,,,,
2018-02-23 11:15:00,,,,
2018-02-23 11:30:00,,,,
2018-02-23 11:45:00,,,,
2018-02-23 12:00:00,,,,
2018-02-23 12:15:00,,,,
2018-02-23 12:30:00,,,,
2018-02-23 12:45:00,,,,
2018-02-23 13:00:00,,,,
2018-02-23 13:15:00,,,,
2018-02-23 13:30:00,,,,
2018-02-23 13:45:00,,,,
2018-02-23 14:00:00,,,,
2018-02-23 14:15:00,,,,
2018-02-23 14:30:00,,,,
2018-02-23 14:45:00,,,,
2018-02-23 15:00:00,,,,
2018-02-23 15:15:00,,,,
2018-02-23 15:30:00,,,,
2018-02-23 15:45:00,,,,
2018-02-23 16:00:00,,,,
2018-02-23 16:15:00,,,,
2018-02-23 16:30:00,,,,
2018-02-23 16:45:00,,,,
2018-02-23 17:00:00,,,,
2018-02-23 17:15:00,,,,
2018-02-23 17:30:00,,,,
2018-02-23 17:45:00,,,,
2018-02-23 18:00:00,32.6,43.7,,
2018-02-23 18:15:00,31.95,45.15,,
2018-02-23 18:30:00,30.35,42.8,,
2018-02-23 18:45:00,31.7,44.3,,
2018-02-23 19:00:00,31.1,43.9,,
2018-02-23 19:15:00,31.2,45.0,,
2018-02-23 19:30:00,,,,
2018-02-23 19:45:00,,,,
2018-02-23 20:00:00,,,,
2018-02-23 20:15:00,,,,
2018-02-23 20:30:00,,,,
2018-02-23 20:45:00,,,,
2018-02-23 21:00:00,44.35,51.65,,
2018-02-23 21:15:00,42.6,50.4,,
2018-02-23 21:30:00,41.8,50.1,,
2018-02-23 21:45:00,41.3,49.3,,
2018-02-23 22:00:00,40.4,49.15,,
2018-02-23 22:15:00,40.9,50.35,,
2018-02-23 22:30:00,41.15,50.45,,
2018-02-23 22:45:00,40.05,49.15,,
2018-02-23 23:00:00,39.35,48.75,,
2018-02-23 23:15:00,40.6,49.95,,
2018-02-23 23:30:00,40.25,50.75,,
2018-02-23 23:45:00,40.55,51.85,,
2018-02-24 00:00:00,39.7,49.9,,
2018-02-24 00:15:00,40.35,49.6,,
2018-02-24 00:30:00,40.1,50.7,,
2018-02-24 00:45:00,40.35,51.2,,
2018-02-24 01:00:00,40.6,50.7,,
2018-02-24 01:15:00,40.65,50.5,,
2018-02-24 01:30:00,39.65,49.55,,
2018-02-24 01:45:00,38.6,48.1,,
2018-02-24 02:00:00,38.4,47.8,,
2018-02-24 02:15:00,38.85,48.3,,
2018-02-24 02:30:00,39.25,50.2,,
2018-02-24 02:45:00,38.65,49.75,,
2018-02-24 03:00:00,39.1,48.9,,
2018-02-24 03:15:00,39.35,49.6,,
2018-02-24 03:30:00,39.6,49.2,,
2018-02-24 03:45:00,39.35,49.2,,
2018-02-24 04:00:00,39.5,50.05,,
2018-02-24 04:15:00,39.1,48.15,,
2018-02-24 04:30:00,38.6,47.8,,
2018-02-24 04:45:00,39.5,48.8,,
2018-02-24 05:00:00,38.45,47.6,,
2018-02-24 05:15:00,38.85,47.9,,
2018-02-24 05:30:00,37.75,46.15,,
2018-02-24 05:45:00,37.6,46.2,,
2018-02-24 06:00:00,38.1,47.3,,
2018-02-24 06:15:00,39.1,48.7,,
2018-02-24 06:30:00,37.5,46.3,,
2018-02-24 06:45:00,38.15,46.6,,
2018-02-24 07:00:00,38.8,48.6,,
2018-02-24 07:15:00,39.05,48.4,,
2018-02-24 07:30:00,39.5,49.0,,
2018-02-24 07:45:00,43.1,53.5,,
2018-02-24 08:00:00,40.05,49.65,,
2018-02-24 08:15:00,39.75,49.2,,
2018-02-24 08:30:00,38.85,48.3,,
2018-02-24 08:45:00,38.7,47.3,,
2018-02-24 09:00:00,40.25,50.35,,
2018-02-24 09:15:00,40.7,49.2,,
2018-02-24 09:30:00,40.55,50.1,,
2018-02-24 09:45:00,41.9,52.55,,
2018-02-24 10:00:00,37.05,44.95,,
2018-02-24 10:15:00,36.35,43.1,,
2018-02-24 10:30:00,36.9,44.2,,
2018-02-24 10:45:00,37.95,45.45,,
2018-02-24 11:00:00,37.9,44.2,,
2018-02-24 11:15:00,38.15,45.65,,
2018-02-24 11:30:00,36.2,43.25,,
2018-02-24 11:45:00,36.3,42.8,,
2018-02-24 12:00:00,36.5,43.05,,
2018-02-24 12:15:00,37.75,44.9,,
2018-02-24 12:30:00,37.4,44.25,,
2018-02-24 12:45:00,37.95,45.15,,
2018-02-24 13:00:00,37.35,44.05,,
2018-02-24 13:15:00,37.55,43.95,,
2018-02-24 13:30:00,40.5,48.5,,
2018-02-24 13:45:00,39.0,47.1,,
2018-02-24 14:00:00,38.3,46.2,,
2018-02-24 14:15:00,38.65,46.65,,
2018-02-24 14:30:00,37.15,43.8,,
2018-02-24 14:45:00,36.15,42.55,,
2018-02-24 15:00:00,36.5,42.4,,
2018-02-24 15:15:00,34.6,40.9,,
2018-02-24 15:30:00,34.8,40.95,,
2018-02-24 15:45:00,33.2,39.1,,
2018-02-24 16:00:00,32.15,37.5,,
2018-02-24 16:15:00,32.5,38.25,,
2018-02-24 16:30:00,33.4,38.75,,
2018-02-24 16:45:00,35.35,40.6,,
2018-02-24 17:00:00,39.65,46.55,,
2018-02-24 17:15:00,32.5,38.5,,
2018-02-24 17:30:00,31.85,36.2,,
2018-02-24 17:45:00,30.95,35.8,,
2018-02-24 18:00:00,30.3,34.7,,
2018-02-24 18:15:00,30.0,33.6,,
2018-02-24 18:30:00,29.4,32.9,,
2018-02-24 18:45:00,28.35,31.85,,
2018-02-24 19:00:00,28.5,31.95,,
2018-02-24 19:15:00,26.4,29.85,,
2018-02-24 19:30:00,27.75,31.2,,
2018-02-24 19:45:00,25.3,28.4,,
2018-02-24 20:00:00,25.9,29.05,,
2018-02-24 20:15:00,28.9,32.25,,
2018-02-24 20:30:00,26.65,29.75,,
2018-02-24 20:45:00,25.1,28.0,,
2018-02-24 21:00:00,22.65,25.3,,
2018-02-24 21:15:00,22.05,24.65,,
2018-02-24 21:30:00,23.2,26.35,,
2018-02-24 21:45:00,23.25,25.95,,
2018-02-24 22:00:00,22.45,25.15,,
2018-02-24 22:15:00,22.45,25.2,,
2018-02-24 22:30:00,22.3,25.0,,
2018-02-24 22:45:00,21.95,24.65,,
2018-02-24 23:00:00,21.7,24.75,,
2018-02-24 23:15:00,21.4,24.0,,
2018-02-24 23:30:00,21.0,23.8,,
2018-02-24 23:45:00,20.8,24.0,,
2018-02-25 00:00:00,22.8,25.65,,
2018-02-25 00:15:00,20.95,23.45,,
2018-02-25 00:30:00,21.4,24.0,,
2018-02-25 00:45:00,20.65,23.6,,
2018-02-25 01:00:00,22.0,24.55,,
2018-02-25 01:15:00,22.75,25.5,,
2018-02-25 01:30:00,22.4,25.1,,
2018-02-25 01:45:00,21.4,24.0,,
2018-02-25 02:00:00,21.6,24.25,,
2018-02-25 02:15:00,21.4,24.45,,
2018-02-25 02:30:00,20.6,23.45,,
2018-02-25 02:45:00,20.15,22.95,,
2018-02-25 03:00:00,19.65,22.25,,
2018-02-25 03:15:00,19.05,21.4,,
2018-02-25 03:30:00,18.7,20.9,,
2018-02-25 03:45:00,18.5,20.9,,
2018-02-25 04:00:00,18.2,20.4,,
2018-02-25 04:15:00,17.8,20.0,,
2018-02-25 04:30:00,16.3,18.2,,
2018-02-25 04:45:00,15.5,17.4,,
2018-02-25 05:00:00,14.8,16.5,,
2018-02-25 05:15:00,14.45,16.0,,
2018-02-25 05:30:00,12.8,14.25,,
2018-02-25 05:45:00,12.55,13.9,,
2018-02-25 06:00:00,12.5,13.9,,
2018-02-25 06:15:00,11.65,12.9,,
2018-02-25 06:30:00,11.2,12.3,,
2018-02-25 06:45:00,11.2,12.4,,
2018-02-25 07:00:00,11.25,12.55,,
2018-02-25 07:15:00,11.2,12.4,,
2018-02-25 07:30:00,11.4,12.6,,
2018-02-25 07:45:00,11.6,12.75,,
2018-02-25 08:00:00,11.6,12.9,,
2018-02-25 08:15:00,11.8,13.0,,
2018-02-25 08:30:00,11.55,12.75,,
2018-02-25 08:45:00,11.6,12.9,,
2018-02-25 09:00:00,12.1,13.4,,
2018-02-25 09:15:00,12.95,14.3,,
2018-02-25 09:30:00,13.55,15.05,,
2018-02-25 09:45:00,13.7,15.1,,
2018-02-25 10:00:00,13.8,15.2,,
2018-02-25 10:15:00,14.2,15.7,,
2018-02-25 10:30:00,14.8,16.4,,
2018-02-25 10:45:00,15.8,17.5,,
2018-02-25 11:00:00,16.1,17.85,,
2018-02-25 11:15:00,17.6,19.7,,
2018-02-25 11:30:00,16.75,18.55,,
2018-02-25 11:45:00,16.95,18.8,,
2018-02-25 12:00:00,17.15,19.0,,
2018-02-25 12:15:00,18.4,20.5,,
2018-02-25 12:30:00,18.1,20.05,,
2018-02-25 12:45:00,18.35,20.25,,
2018-02-25 13:00:00,18.3,20.3,,
2018-02-25 13:15:00,18.7,20.8,,
2018-02-25 13:30:00,19.15,21.25,,
2018-02-25 13:45:00,18.6,20.5,,
2018-02-25 14:00:00,18.9,20.95,,
2018-02-25 14:15:00,19.0,21.0,,
2018-02-25 14:30:00,19.25,21.3,,
2018-02-25 14:45:00,18.55,20.5,,
2018-02-25 15:00:00,18.3,20.25,,
2018-02-25 15:15:00,17.95,19.9,,
2018-02-25 15:30:00,16.8,18.65,,
2018-02-25 15:45:00,17.15,18.95,,
2018-02-25 16:00:00,16.25,17.95,,
2018-02-25 16:15:00,17.0,18.85,,
2018-02-25 16:30:00,15.0,16.6,,
2018-02-25 16:45:00,15.7,17.4,,
2018-02-25 17:00:00,14.6,16.2,,
2018-02-25 17:15:00,13.25,14.65,,
2018-02-25 17:30:00,13.15,14.5,,
2018-02-25 17:45:00,12.5,13.85,,
2018-02-25 18:00:00,11.95,13.25,,
2018-02-25 18:15:00,11.2,12.4,,
2018-02-25 18:30:00,10.9,12.0,,
2018-02-25 18:45:00,10.8,11.9,,
2018-02-25 19:00:00,10.75,11.95,,
2018-02-25 19:15:00,10.7,11.9,,
2018-02-25 19:30:00,10.1,11.2,,
2018-02-25 19:45:00,9.6,10.7,,
2018-02-25 20:00:00,10.3,11.5,,
2018-02-25 20:15:00,10.1,11.2,,
2018-02-25 20:30:00,11.0,12.2,,
2018-02-25 20:45:00,10.85,12.05,,
2018-02-25 21:00:00,12.05,13.35,,
2018-02-25 21:15:00,11.65,12.95,,
2018-02-25 21:30:00,11.2,12.4,,
2018-02-25 21:45:00,11.5,12.75,,
2018-02-25 22:00:00,11.05,12.35,,
2018-02-25 22:15:00,11.6,12.9,,
2018-02-25 22:30:00,12.1,13.4,,
2018-02-25 22:45:00,12.3,13.7,,
2018-02-25 23:00:00,12.1,13.4,,
2018-02-25 23:15:00,12.9,14.3,,
2018-02-25 23:30:00,14.3,15.9,,
2018-02-25 23:45:00,14.55,16.15,,
2018-02-26 00:00:00,19.0,21.65,,
2018-02-26 00:15:00,14.9,16.8,,
2018-02-26 00:30:00,13.1,14.6,,
2018-02-26 00:45:00,11.7,13.0,,
2018-02-26 01:00:00,13.1,14.5,,
2018-02-26 01:15:00,12.55,13.95,,
2018-02-26 01:30:00,13.1,14.6,,
2018-02-26 01:45:00,13.55,15.05,,
2018-02-26 02:00:00,12.2,13.5,,
2018-02-26 02:15:00,12.55,13.95,,
2018-02-26 02:30:00,13.6,15.1,,
2018-02-26 02:45:00,12.65,14.05,,
2018-02-26 03:00:00,12.85,14.25,,
2018-02-26 03:15:00,12.3,13.65,,
2018-02-26 03:30:00,12.2,13.5,,
2018-02-26 03:45:00,12.9,14.4,,
2018-02-26 04:00:00,13.15,14.55,,
2018-02-26 04:15:00,12.95,14.4,,
2018-02-26 04:30:00,13.15,14.6,,
2018-02-26 04:45:00,14.1,15.65,,
2018-02-26 05:00:00,13.55,15.05,,
2018-02-26 05:15:00,14.5,16.0,,
2018-02-26 05:30:00,15.7,17.45,,
2018-02-26 05:45:00,14.3,15.95,,
2018-02-26 06:00:00,14.35,15.95,,
2018-02-26 06:15:00,14.4,16.1,,
2018-02-26 06:30:00,14.8,16.5,,
2018-02-26 06:45:00,16.2,17.95,,
2018-02-26 07:00:00,16.3,18.1,,
2018-02-26 07:15:00,15.35,17.1,,
2018-02-26 07:30:00,16.05,17.75,,
2018-02-26 07:45:00,16.5,18.25,,
2018-02-26 08:00:00,16.0,17.8,,
2018-02-26 08:15:00,15.55,17.25,,
2018-02-26 08:30:00,14.6,16.2,,
2018-02-26 08:45:00,15.15,16.8,,
2018-02-26 09:00:00,14.3,15.85,,
2018-02-26 09:15:00,14.6,16.15,,
2018-02-26 09:30:00,14.75,16.35,,
2018-02-26 09:45:00,14.6,16.2,,
2018-02-26 10:00:00,14.55,16.25,,
2018-02-26 10:15:00,14.8,16.45,,
2018-02-26 10:30:00,14.6,16.15,,
2018-02-26 10:45:00,14.75,16.35,,
2018-02-26 11:00:00,14.05,15.55,,
2018-02-26 11:15:00,14.25,15.75,,
2018-02-26 11:30:00,14.1,15.8,,
2018-02-26 11:45:00,14.1,15.6,,
2018-02-26 12:00:00,14.05,15.55,,
2018-02-26 12:15:00,14.1,15.5,,
2018-02-26 12:30:00,14.35,15.85,,
2018-02-26 12:45:00,14.95,16.5,,
2018-02-26 13:00:00,14.9,16.5,,
2018-02-26 13:15:00,16.25,18.05,,
2018-02-26 13:30:00,15.4,16.9,,
2018-02-26 13:45:00,14.6,16.1,,
2018-02-26 14:00:00,14.8,16.3,,
2018-02-26 14:15:00,14.3,15.9,,
2018-02-26 14:30:00,14.9,16.4,,
2018-02-26 14:45:00,16.0,17.65,,
2018-02-26 15:00:00,16.9,18.8,,
2018-02-26 15:15:00,16.7,18.4,,
2018-02-26 15:30:00,16.0,17.7,,
2018-02-26 15:45:00,19.4,21.4,,
2018-02-26 16:00:00,15.1,16.65,,
2018-02-26 16:15:00,15.5,17.05,,
2018-02-26 16:30:00,16.85,18.7,,
2018-02-26 16:45:00,17.05,18.9,,
2018-02-26 17:00:00,16.4,18.15,,
2018-02-26 17:15:00,16.7,18.5,,
2018-02-26 17:30:00,16.2,17.9,,
2018-02-26 17:45:00,15.8,17.65,,
2018-02-26 18:00:00,17.65,19.75,,
2018-02-26 18:15:00,15.35,17.0,,
2018-02-26 18:30:00,14.9,16.65,,
2018-02-26 18:45:00,15.85,17.65,,
2018-02-26 19:00:00,15.6,17.35,,
2018-02-26 19:15:00,16.4,18.2,,
2018-02-26 19:30:00,16.55,18.35,,
2018-02-26 19:45:00,15.85,17.8,,
2018-02-26 20:00:00,15.8,17.6,,
2018-02-26 20:15:00,16.15,17.9,,
2018-02-26 20:30:00,15.7,17.5,,
2018-02-26 20:45:00,15.65,17.35,,
2018-02-26 21:00:00,15.9,17.6,,
2018-02-26 21:15:00,16.15,17.95,,
2018-02-26 21:30:00,16.2,18.05,,
2018-02-26 21:45:00,16.1,17.8,,
2018-02-26 22:00:00,16.2,18.05,,
2018-02-26 22:15:00,15.95,17.75,,
2018-02-26 22:30:00,16.85,18.65,,
2018-02-26 22:45:00,17.0,18.9,,
2018-02-26 23:00:00,16.05,17.85,,
2018-02-26 23:15:00,16.2,17.9,,
2018-02-26 23:30:00,15.4,17.2,,
2018-02-26 23:45:00,14.75,16.35,,
2018-02-27 00:00:00,15.0,16.6,,
2018-02-27 00:15:00,15.15,16.8,,
2018-02-27 00:30:00,14.7,16.4,,
2018-02-27 00:45:00,14.55,16.25,,
2018-02-27 01:00:00,14.7,16.4,,
2018-02-27 01:15:00,14.8,16.5,,
2018-02-27 01:30:00,15.35,17.05,,
2018-02-27 01:45:00,14.75,16.4,,
2018-02-27 02:00:00,14.7,16.25,,
2018-02-27 02:15:00,14.85,16.6,,
2018-02-27 02:30:00,15.55,17.4,,
2018-02-27 02:45:00,15.6,17.4,,
2018-02-27 03:00:00,14.7,16.5,,
2018-02-27 03:15:00,14.3,16.0,,
2018-02-27 03:30:00,15.3,17.0,,
2018-02-27 03:45:00,15.05,16.7,,
2018-02-27 04:00:00,15.35,17.05,,
2018-02-27 04:15:00,15.0,16.7,,
2018-02-27 04:30:00,14.7,16.4,,
2018-02-27 04:45:00,14.7,16.3,,
2018-02-27 05:00:00,15.35,17.05,,
2018-02-27 05:15:00,15.3,16.9,,
2018-02-27 05:30:00,15.5,17.2,,
2018-02-27 05:45:00,15.15,16.85,,
2018-02-27 06:00:00,15.4,17.1,,
2018-02-27 06:15:00,15.7,17.5,,
2018-02-27 06:30:00,15.55,17.35,,
2018-02-27 06:45:00,16.0,17.75,,
2018-02-27 07:00:00,16.3,18.3,,
2018-02-27 07:15:00,16.95,18.9,,
2018-02-27 07:30:00,17.5,19.75,,
2018-02-27 07:45:00,17.75,19.75,,
2018-02-27 08:00:00,18.15,20.15,,
2018-02-27 08:15:00,18.45,20.55,,
2018-02-27 08:30:00,17.95,20.2,,
2018-02-27 08:45:00,18.15,20.25,,
2018-02-27 09:00:00,18.9,21.05,,
2018-02-27 09:15:00,,,,
2018-02-27 09:30:00,18.45,20.45,,
2018-02-27 09:45:00,17.6,19.775,,
2018-02-27 10:00:00,18.7,21.0,18.73,21.01
2018-02-27 10:15:00,17.6,19.675,17.595,19.68
2018-02-27 10:30:00,17.45,19.475,17.455,19.475
2018-02-27 10:45:00,17.65,19.65,17.67,19.69
2018-02-27 11:00:00,16.6,18.4,16.64,18.49
2018-02-27 11:15:00,19.15,21.25,19.06,21.24
2018-02-27 11:30:00,20.5,22.8,20.57,22.86
2018-02-27 11:45:00,19.85,22.05,19.76,22.02
2018-02-27 12:00:00,19.45,21.9,19.49,21.84
2018-02-27 12:15:00,20.0,22.4,19.98,22.28
2018-02-27 12:30:00,21.1,23.5,21.17,23.62
2018-02-27 12:45:00,21.7,24.3,22.06,24.63
2018-02-27 13:00:00,22.25,24.75,22.52,25.02
2018-02-27 13:15:00,19.9,22.2,19.91,22.15
2018-02-27 13:30:00,19.95,22.25,19.97,22.29
2018-02-27 13:45:00,21.9,24.3,21.82,24.19
2018-02-27 14:00:00,20.55,22.9,20.56,22.91
2018-02-27 14:15:00,20.9,23.3,20.91,23.26
2018-02-27 14:30:00,20.4,22.6,20.43,22.64
2018-02-27 14:45:00,20.85,23.25,20.93,23.21
2018-02-27 15:00:00,21.2,23.5,21.23,23.55
2018-02-27 15:15:00,21.8,24.25,21.82,24.26
2018-02-27 15:30:00,21.7,24.0,21.88,24.2
2018-02-27 15:45:00,21.3,23.6,21.3,23.67
2018-02-27 16:00:00,20.55,22.85,20.59,22.89
2018-02-27 16:15:00,22.1,24.7,22.11,24.63
2018-02-27 16:30:00,21.6,24.1,21.71,24.16
2018-02-27 16:45:00,21.4,23.85,21.31,23.74
2018-02-27 17:00:00,22.2,24.85,22.27,24.89
2018-02-27 17:15:00,23.1,25.7,23.14,25.78
2018-02-27 17:30:00,22.4,25.0,22.49,25.13
2018-02-27 17:45:00,22.65,25.25,22.64,25.26
2018-02-27 18:00:00,22.3,25.0,22.24,24.91
2018-02-27 18:15:00,23.4,26.1,23.42,26.17
2018-02-27 18:30:00,22.5,25.2,22.46,25.13
2018-02-27 18:45:00,25.05,28.05,25.22,28.22
2018-02-27 19:00:00,25.6,28.6,25.68,28.63
2018-02-27 19:15:00,24.1,26.75,24.08,26.77
2018-02-27 19:30:00,24.2,27.0,24.15,26.89
